date,listing_id_encod,listing_id,reviewer_id,reviewer_name,comments,host_id,host_name,host_description,neighbourhood,latitude,longitude,room_type,price,number_of_reviews,last_review,reviews_per_month,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
2016-06-10,421,11215840,63287780,Myriam,The host canceled this reservation 13 days before arrival. This is an automated posting.,58430634,Katarina,"Charming 2 room apartment Södermalm Beautiful apartment from the 1920's in the middle of Södermalm. Only 5 min away from the subway and Götgatan, the main shopping street of Söder. There is a double bed in the bedroom with a connecting walk-in closet. Wifi and TV included.<br /><br /><b>The space</b><br />The walk-in closet has all the space you need for all your luggage. The kitchen will be equipped with all the necessities.<br /><br /><b>Guest access</b><br />You will have access to the closet, the kitchen and basic products, wifi, tv and wireless speakers. The bathroom has one big shelf that I will clear for you. The kitchen is equipped with tea kettle, coffee maker, microwave and dish washer as well as stove and oven of course.",Södermalms,59.3092,18.07045,Entire home/apt,650.0,12,2021-07-18,0.14,0,5.0,5.0,5.0,4.9,5.0,4.8,4.8
2017-08-09,423,11265066,144542882,Ignaties,The host canceled this reservation 145 days before arrival. This is an automated posting.,11896387,Disa,"Nice apartment in quiet area! 104 sqm apartment with great communications to the center of Stockholm.<br />The nearest metro station is called ""Sandsborg"", (3 minutes walking distance) from where it takes 15 minutes to T-central and 12 minutes to old town.<br /><br /><b>The space</b><br />The apartment is situated on the top floor of a 3 floor building with two large balconies and is modernly equipped with all facilities and great wifi. Nice coffee places and restaurants nearby. Metro station, library and supermarket within 3 minutes walking distance.<br /><br /><b>Guest access</b><br />All spaces are available for our guests.",Enskede-Årsta-Vantörs,59.28637,18.09779,Entire home/apt,1100.0,23,2023-01-01,0.28,7,4.86,4.95,4.55,4.95,4.91,4.64,4.86
2016-07-03,356,8443369,6630736,Sébastien,The host canceled this reservation 48 days before arrival. This is an automated posting.,22896980,Kerstin,"Beautiful penthouse Elegant furnished penthouse in Stockholm city. Balcony and fireplace. Well equipped kitchen with coffeemaker and espresso machine. <br /> Metro and buses round the corner.<br />Many nice restaurants, cafees and supermarkets in the neibourhood.<br /><br /><b>The space</b><br />Beautiful balcony with furniture. <br />Fireplace - logs is not included, but can be arranged.<br /><br /><b>Guest access</b><br />Access to entire apartment except wardrobes. One is available for guests.<br /><br /><b>Other things to note</b><br />Not suitable for small children and strollers. Flat has elevator to 4 th floor and then you walk up to 5th. <br />An Yamaha digital piano is available. Tv and good internet connection in the flat.",Norrmalms,59.34445,18.0439,Entire home/apt,1600.0,40,2023-03-27,0.46,8,4.9,4.97,4.92,4.79,4.95,4.97,4.87
2019-04-09,357,8510114,18916057,Sophie,The host canceled this reservation 11 days before arrival. This is an automated posting.,44813548,Martin,"GREAT located/central nice room, trendy Södermalm Ett (1) rum i del av lägenhet centralt i Stockholm, Södermalm. Nära Tunnelbana Zinkensdamm. Bekvämt, Enkelt och Nära till allt! Sängen är 1,20 m så ett par (2) kan få plats. The bed is 1,20 m which means that it is narrow, but a couple (2) could fit in the bed.<br /><br /><b>The space</b><br />Sängen är 1,20 m så ett par (2) kan få plats. The bed is 1,20 m which means that it is narrow, but a couple (2) could fit in the bed.<br /><br /><b>Guest access</b><br />Tunnelbana och bussar finns precis nedanför boendet. The subway and buses is just around the corner.<br /><br /><b>Other things to note</b><br />Sängen är 1,20 m så ett par (2) kan få plats. The bed is 1,20 m which means that it is narrow, but a couple (2) could fit in the bed.",Södermalms,59.31746,18.05034,Private room,449.0,35,2022-09-16,0.42,4,4.76,4.74,4.88,4.79,4.71,5.0,4.91
2016-02-26,428,11475311,19794939,Laurent,The host canceled this reservation 69 days before arrival. This is an automated posting.,60382217,Maria,"Beautiful room in the heart of Sthlm Beautiful spacious room in the heart of Stockholm close to everything. Recently renovated. Comfortable big dubbelbed. TV. Private small toilet next to the room and (shared) shower next to the room. Your room is separate in a big apartment. You can use the kitchen for breakfast or as agreed.<br /><br /><b>The space</b><br />In the central part of Stockholm. Beautiful new renovated room in a house from 1890. Tv and wardrobe. Ligger mitt i centrala Stockholm. Vackert nyrenoverat rum med högt i tak i hus från 1890-talet. Rummet är 15 m2  stort med tv och ligger avskilt.<br /><br /><b>Guest access</b><br />Private (very) small bathroom, (shared) shower. Use the kitchen to breakfasts or as agreed.//Privat litet badrum, delad dusch. Använda kök till frukost eller enligt överenskommelse.<br /><br /><b>Other things to note</b><br />This is a family there it's kids. So you can stay here if you are a family or a quite nice person. Bedclothes and towels are included.//Detta är en familj där det fi",Norrmalms,59.33797,18.05992,Private room,495.0,28,2022-08-31,0.32,1,4.78,5.0,5.0,4.85,4.89,4.96,4.78
2018-05-26,429,11508204,43889706,Jayanth,The host canceled this reservation 43 days before arrival. This is an automated posting.,59621138,Natalia,Natur och miljö med sjö & parken i stan . Lägenhet har väldigt bra läget vid ljusa sidan och solen vara med mellan kl 14 och 21 . Ganska ljung på kvällen och natten.  Lägenhetten modern planerad med 2 separerat rum och kök i mellan.  Ett stort balkong med utemöbler med tregålv. I vardagsrum ligger fräs  parkettgolvet . Sovrum och korridoren vita.  Det finns badrum med toalett och tvättat maskin.  Mycket bra lokala kommunikation med buss och tunnelbana. Centrum ligger 7 min i från. Att åka till centrum city tar 25 min. Nära finaste park.,Hägersten-Liljeholmens,59.28354,17.95932,Private room,700.0,1,2018-05-26,0.02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-26,430,11509509,70186934,Sofia,The host canceled this reservation the day before arrival. This is an automated posting.,59705124,Esbjörn,"Perfect apartement for families Pracical and well- equipped for adults and children.  Quiet location near Vasaparken. Two large bedrooms and a large bathroom. Washer and dryer. Balcony and a patio. Elevator. Charming area in high-end neighborhood. Size: 800 square feet (76 kvm). I prefer to rent out for five days or longer.<br /><br /><b>The space</b><br />Jag har en dubbelsäng (180x 200 cm), en vanlig säng (200 x 120 cm), en uppblåsbar dubbelmadrass (140x200 cm), en tältsäng och en soffa att sova på.<br /><br /><b>Guest access</b><br />Antingen lämnar jag nyckeln eller min kompis.",Norrmalms,59.33822,18.04569,Entire home/apt,1200.0,25,2023-01-03,0.3,14,4.96,5.0,4.83,4.96,4.96,4.96,4.83
2015-12-14,361,8577498,15314670,Laura,The host canceled this reservation 16 days before arrival. This is an automated posting.,25634044,Therese,"Beautiful house with jacuzzi, close to beach. Beautiful home in a nice and quiet neighborhood. 10 minutes walk to underground station, 5 minutes walk to beach.  Garden with large terrace with infra-heated pergola, lounge group, deck chairs and a jacuzzi, 37 degrees all year round!<br />Three bedrooms with proper beds. We can put in a spare bed in one of the bedrooms. The house is suitable for up to five adults but we can provide extra mattresses for small children. <br />In Hässelby you can find nice strolling paths near lake Mälaren.<br /><br /><b>Guest access</b><br />You will have access to almost the whole house. We will lock our walk-in closet and another room at the ground floor.<br /><br /><b>Other things to note</b><br />If you use the jacuzzi it’s very important to follow the instructions we’ll give you. If we need to change the water due to miss use, we’ll charge you 50€.",Hässelby-Vällingby,59.368,17.82616,Entire home/apt,1700.0,14,2022-08-08,0.16,4,5.0,5.0,4.85,4.85,5.0,5.0,5.0
2019-07-22,433,11565431,99996846,Roberta,The host canceled this reservation 30 days before arrival. This is an automated posting.,15984526,Sofie,"Studio in the heart of Södermalm! 1 bedroom APT with kitchen . 2:nd floor with elevator. Bathtub. Close to shopping and restaurants and nightlife. 5 minutes Walk to subways and busses. Well known park Nytorget/ Greta garbos torg  right around the corner.<br /><br /><b>Guest access</b><br />Tv, Playstation",Södermalms,59.31309,18.08232,Entire home/apt,1200.0,5,2019-07-22,0.06,0,4.5,5.0,5.0,4.75,5.0,4.75,4.75
2019-11-04,364,8716879,36931872,Jonathan,The host canceled this reservation 7 days before arrival. This is an automated posting.,3397079,Angélica,"New apartment 10 min from the city center. A fresh new apartment with everything you need for your visit to the beautiful Stockholm.  It has plenty of light and the balcony gives views to the Baltic sea, the Värta harbour and the trendy newly renovated industrial area of Gasverket. The apartment has new appliances and kitchen ware perfect for short and long term stays.",Östermalms,59.35884,18.09265,Entire home/apt,1100.0,16,2023-01-04,0.39,14,4.87,4.87,4.87,4.8,4.93,4.8,4.8
2017-06-18,365,8750376,73593298,Silke,The host canceled this reservation 67 days before arrival. This is an automated posting.,5221733,Helena,"Old Town - magnificent duplex This flat combines everything you could possibly wish for while visiting Stockholm; located in the most romantic and historic part of town, it is comfortable and stylish, neighboring the Royal Castle and close to all the best restaurants and sights.<br /><br /><b>The space</b><br />This duplex flat in the Old Town in a 16th century building on medieval grounds will be a wonderful base to explore Stockholm all year round. The building faces the Stockholm Cathedral entrance and is steps away from Stortorget ""the Great Square"" of Stockholm.  It is an exceptionally charming apartment with it's beams and whitewashed walls as well as beautiful decoration details, stone flooring in the hallway etc. spacious and private with 125 m² distributed on three different floors and 6 rooms. <br /><br />The entrance hall opens up to a staircase leading up to the first floor which features a comfortable sitting room with a fire place, a stylish dining room with yet another fire place and an expandable di",Södermalms,59.32642,18.07043,Entire home/apt,2800.0,103,2020-02-06,1.14,0,4.91,4.92,4.94,4.96,4.97,5.0,4.82
2019-05-10,436,11716750,188166677,Koen,The host canceled this reservation 80 days before arrival. This is an automated posting.,62297259,Charlotte,"Nice house with pool near the city Very nice house on quiet and cozy street. Very good connections. Renovated with attention to details and lavish materials. A modern and nice kitchen where the whole family can be cooking and socializing. Exit from the kitchen to the garden & the pool<br /><br /><b>The space</b><br />A nice house next to a national reserv with excellent communications to the city. A nice pool and the sun location of the house is perfekt, you hade sun fr.o.m. Mornig  to late evening.<br /><br /><b>Guest access</b><br />You rent almost the hole house, the house in the garden is clost and one smal room in the basment.",Skarpnäcks,59.27754,18.11499,Entire home/apt,2500.0,9,2019-07-19,0.11,0,5.0,4.86,5.0,5.0,5.0,4.86,5.0
2017-09-21,437,11757293,27592254,Steph,The host canceled this reservation 8 days before arrival. This is an automated posting.,62560122,Hanna,"Central modern 1 bedroom apartment! Only 14min to Stockholm C by Metro, 5min to the south! Beautifully furnished, apartment built 2015 - New York style feeling with open space. The suite has a fully equipped kitchen, queen size bedroom, washer/dryer. A very comfortable place to stay.",Hägersten-Liljeholmens,59.29942,18.00219,Entire home/apt,425.0,8,2017-09-21,0.1,0,4.71,5.0,4.71,4.71,4.86,4.71,5.0
2016-04-13,438,11874105,187876,Sri And Family,The host canceled this reservation 32 days before arrival. This is an automated posting.,17396192,Joel,"3 lovely rooms near Stockholm Stadium ♥ Welcome to my spacious apartment, styled with the finest of Scandinavian interior design. It's 100 square metres big (1100 sqft) and is ideal for a family or group of friends. Located in a new, trendy and safe neighborhood 5 mins from the heart of the city by bus, and very close to Stockholm Stadium. It features a big living room, modern kitchen and dining area, three bed rooms, two bathrooms and a balcony. Close to bus and subway, only 30 mins from Arlanda airport. Two super markets nearby.<br /><br /><b>The space</b><br />•  Kitchen has all amenities needed (freezer, fridge, microwave, stove, oven etc). <br /><br />• Master bedroom<br />Double bed (fits 2 persons)<br /><br />• Bedroom 1<br />Bunkbed for kids (≈80x160 cm x2)<br /><br />• Bedroom 2<br />Single bed 90x200 cm <br />Additional floor mattresses available upon request<br /><br />• 2 bathrooms, one has washing machine, dryer, shower and bathtub<br /><br /><b>Guest access</b><br />Some parts of the apartment may be closed off",Östermalms,59.35216431614598,18.088399391851,Entire home/apt,2450.0,6,2017-06-18,0.07,0,5.0,5.0,5.0,5.0,5.0,4.25,4.5
2016-05-16,438,11874105,16066700,Jihyun,The host canceled this reservation 12 days before arrival. This is an automated posting.,17396192,Joel,"3 lovely rooms near Stockholm Stadium ♥ Welcome to my spacious apartment, styled with the finest of Scandinavian interior design. It's 100 square metres big (1100 sqft) and is ideal for a family or group of friends. Located in a new, trendy and safe neighborhood 5 mins from the heart of the city by bus, and very close to Stockholm Stadium. It features a big living room, modern kitchen and dining area, three bed rooms, two bathrooms and a balcony. Close to bus and subway, only 30 mins from Arlanda airport. Two super markets nearby.<br /><br /><b>The space</b><br />•  Kitchen has all amenities needed (freezer, fridge, microwave, stove, oven etc). <br /><br />• Master bedroom<br />Double bed (fits 2 persons)<br /><br />• Bedroom 1<br />Bunkbed for kids (≈80x160 cm x2)<br /><br />• Bedroom 2<br />Single bed 90x200 cm <br />Additional floor mattresses available upon request<br /><br />• 2 bathrooms, one has washing machine, dryer, shower and bathtub<br /><br /><b>Guest access</b><br />Some parts of the apartment may be closed off",Östermalms,59.35216431614598,18.088399391851,Entire home/apt,2450.0,6,2017-06-18,0.07,0,5.0,5.0,5.0,5.0,5.0,4.25,4.5
2016-06-14,367,8873220,9166480,Marie,The host canceled this reservation 17 days before arrival. This is an automated posting.,16487180,Johanna,"Perfect location, 1 bdr Södermalm Welcome to a wonderful 2 room apartment in the charming district of Södermalm in Stockholm.<br /><br /><b>The space</b><br />The flat is located on the 2nd floor (with elevator) with a superb location in the Sofo area. It’s modern and bright and has a lot of beautiful details such as wooden floors and a newly renovated bathroom. The bedroom can be turned into a cube which makes it into a cozy little nest and can also provide total darkness. If opened you can access the flat and walk around it from both sides.<br /><br />- WIFI<br />- Dishwasher  <br />- Sound system with Bluetooth connection<br />- Apple TV<br />- Double bed (140 cm)<br />- Laundry facilities in the house <br />- Elevator <br />- Kitchen table for up to 5 people<br />- Heated floor in bathroom<br /><br /><b>Guest access</b><br />You will have access to the whole apartment.",Södermalms,59.31183,18.07831,Entire home/apt,1300.0,41,2022-08-26,0.47,2,4.95,4.95,4.9,4.86,4.92,4.95,4.81
2017-03-01,367,8873220,5127314,Lisa,The host canceled this reservation 3 days before arrival. This is an automated posting.,16487180,Johanna,"Perfect location, 1 bdr Södermalm Welcome to a wonderful 2 room apartment in the charming district of Södermalm in Stockholm.<br /><br /><b>The space</b><br />The flat is located on the 2nd floor (with elevator) with a superb location in the Sofo area. It’s modern and bright and has a lot of beautiful details such as wooden floors and a newly renovated bathroom. The bedroom can be turned into a cube which makes it into a cozy little nest and can also provide total darkness. If opened you can access the flat and walk around it from both sides.<br /><br />- WIFI<br />- Dishwasher  <br />- Sound system with Bluetooth connection<br />- Apple TV<br />- Double bed (140 cm)<br />- Laundry facilities in the house <br />- Elevator <br />- Kitchen table for up to 5 people<br />- Heated floor in bathroom<br /><br /><b>Guest access</b><br />You will have access to the whole apartment.",Södermalms,59.31183,18.07831,Entire home/apt,1300.0,41,2022-08-26,0.47,2,4.95,4.95,4.9,4.86,4.92,4.95,4.81
2015-12-10,369,8936300,41129987,Violette,The host canceled this reservation 13 days before arrival. This is an automated posting.,46720316,Astrid,"A very central 92 m2 apartment A cozy apartment in a house built 1924 very central in Stockholm with the park just outside and the subway very close. One double bed 180 cm wide and two 80 cm wide beds in the children room.  If you are looking for a minimalistic apartment this is NOT the place. I am a creative person and my place shows it. Stor, mysig och genomgående lägenhet på 92 m2 vid Fridhemsplan med fina detaljer. Ett stenkast från Norr Mälarstrand och Rålambshovsparken och tunnelbana. En dubbelsäng + 2 barnsängar.<br /><br /><b>Other things to note</b><br />✅No smoking or pets<br />✅ No shoes inside<br />✅ Please water my flowers",Kungsholmens,59.32861,18.02825,Entire home/apt,1700.0,31,2022-07-14,0.35,2,4.54,4.79,4.33,4.88,4.96,4.79,4.54
2015-12-10,369,8936300,11939544,Mark,The host canceled this reservation 8 days before arrival. This is an automated posting.,46720316,Astrid,"A very central 92 m2 apartment A cozy apartment in a house built 1924 very central in Stockholm with the park just outside and the subway very close. One double bed 180 cm wide and two 80 cm wide beds in the children room.  If you are looking for a minimalistic apartment this is NOT the place. I am a creative person and my place shows it. Stor, mysig och genomgående lägenhet på 92 m2 vid Fridhemsplan med fina detaljer. Ett stenkast från Norr Mälarstrand och Rålambshovsparken och tunnelbana. En dubbelsäng + 2 barnsängar.<br /><br /><b>Other things to note</b><br />✅No smoking or pets<br />✅ No shoes inside<br />✅ Please water my flowers",Kungsholmens,59.32861,18.02825,Entire home/apt,1700.0,31,2022-07-14,0.35,2,4.54,4.79,4.33,4.88,4.96,4.79,4.54
2016-11-04,369,8936300,57233517,Oscar,The host canceled this reservation 5 days before arrival. This is an automated posting.,46720316,Astrid,"A very central 92 m2 apartment A cozy apartment in a house built 1924 very central in Stockholm with the park just outside and the subway very close. One double bed 180 cm wide and two 80 cm wide beds in the children room.  If you are looking for a minimalistic apartment this is NOT the place. I am a creative person and my place shows it. Stor, mysig och genomgående lägenhet på 92 m2 vid Fridhemsplan med fina detaljer. Ett stenkast från Norr Mälarstrand och Rålambshovsparken och tunnelbana. En dubbelsäng + 2 barnsängar.<br /><br /><b>Other things to note</b><br />✅No smoking or pets<br />✅ No shoes inside<br />✅ Please water my flowers",Kungsholmens,59.32861,18.02825,Entire home/apt,1700.0,31,2022-07-14,0.35,2,4.54,4.79,4.33,4.88,4.96,4.79,4.54
2018-06-07,369,8936300,194000994,Алла,The host canceled this reservation 84 days before arrival. This is an automated posting.,46720316,Astrid,"A very central 92 m2 apartment A cozy apartment in a house built 1924 very central in Stockholm with the park just outside and the subway very close. One double bed 180 cm wide and two 80 cm wide beds in the children room.  If you are looking for a minimalistic apartment this is NOT the place. I am a creative person and my place shows it. Stor, mysig och genomgående lägenhet på 92 m2 vid Fridhemsplan med fina detaljer. Ett stenkast från Norr Mälarstrand och Rålambshovsparken och tunnelbana. En dubbelsäng + 2 barnsängar.<br /><br /><b>Other things to note</b><br />✅No smoking or pets<br />✅ No shoes inside<br />✅ Please water my flowers",Kungsholmens,59.32861,18.02825,Entire home/apt,1700.0,31,2022-07-14,0.35,2,4.54,4.79,4.33,4.88,4.96,4.79,4.54
2018-07-19,369,8936300,78914898,Jessica,The host canceled this reservation 79 days before arrival. This is an automated posting.,46720316,Astrid,"A very central 92 m2 apartment A cozy apartment in a house built 1924 very central in Stockholm with the park just outside and the subway very close. One double bed 180 cm wide and two 80 cm wide beds in the children room.  If you are looking for a minimalistic apartment this is NOT the place. I am a creative person and my place shows it. Stor, mysig och genomgående lägenhet på 92 m2 vid Fridhemsplan med fina detaljer. Ett stenkast från Norr Mälarstrand och Rålambshovsparken och tunnelbana. En dubbelsäng + 2 barnsängar.<br /><br /><b>Other things to note</b><br />✅No smoking or pets<br />✅ No shoes inside<br />✅ Please water my flowers",Kungsholmens,59.32861,18.02825,Entire home/apt,1700.0,31,2022-07-14,0.35,2,4.54,4.79,4.33,4.88,4.96,4.79,4.54
2018-09-17,369,8936300,10002569,Amber,The host canceled this reservation 10 days before arrival. This is an automated posting.,46720316,Astrid,"A very central 92 m2 apartment A cozy apartment in a house built 1924 very central in Stockholm with the park just outside and the subway very close. One double bed 180 cm wide and two 80 cm wide beds in the children room.  If you are looking for a minimalistic apartment this is NOT the place. I am a creative person and my place shows it. Stor, mysig och genomgående lägenhet på 92 m2 vid Fridhemsplan med fina detaljer. Ett stenkast från Norr Mälarstrand och Rålambshovsparken och tunnelbana. En dubbelsäng + 2 barnsängar.<br /><br /><b>Other things to note</b><br />✅No smoking or pets<br />✅ No shoes inside<br />✅ Please water my flowers",Kungsholmens,59.32861,18.02825,Entire home/apt,1700.0,31,2022-07-14,0.35,2,4.54,4.79,4.33,4.88,4.96,4.79,4.54
2019-10-01,369,8936300,11901437,Martin,The host canceled this reservation 82 days before arrival. This is an automated posting.,46720316,Astrid,"A very central 92 m2 apartment A cozy apartment in a house built 1924 very central in Stockholm with the park just outside and the subway very close. One double bed 180 cm wide and two 80 cm wide beds in the children room.  If you are looking for a minimalistic apartment this is NOT the place. I am a creative person and my place shows it. Stor, mysig och genomgående lägenhet på 92 m2 vid Fridhemsplan med fina detaljer. Ett stenkast från Norr Mälarstrand och Rålambshovsparken och tunnelbana. En dubbelsäng + 2 barnsängar.<br /><br /><b>Other things to note</b><br />✅No smoking or pets<br />✅ No shoes inside<br />✅ Please water my flowers",Kungsholmens,59.32861,18.02825,Entire home/apt,1700.0,31,2022-07-14,0.35,2,4.54,4.79,4.33,4.88,4.96,4.79,4.54
2018-01-10,443,12046135,14025496,Agustin,The host canceled this reservation 20 days before arrival. This is an automated posting.,17865870,Jojo,"Mysigt sovrum i lugn närförort Hello and very welcome to Stockholm.<br />From Arlanda Airport you have to take the direct bus to Liljeholmen .<br />Thats the most comfortable and cheapest way to the apartment.<br />And from Liljeholmen is just two stops with the bus or tram.Or10 minutes walk<br />En mysig 2a där du har möjlighet att hyra ett rum med tillgång till köket som ligger mellan sovrummen. Och tillgång till toalett,dusch. Fin utsikt över sjön Mälaren. Det tar 20 min till Stockholm central och 10 min till Södermalm (Down town)med T-Banan.<br /><br /><b>The space</b><br />Detta är ett gammalt mysigt bostadsområde med barnfamiljer och närhet till vatten och grönska. 15 min promenad till södermalm.<br /><br /><b>Guest access</b><br />Eget sovrum. tillgång till kök och badrum.<br /><br /><b>Other things to note</b><br />Ibland är jag bortrest och det innebär att jag inte hyr ut dessa dagar.",Hägersten-Liljeholmens,59.31532,18.01162,Private room,450.0,76,2023-03-08,0.91,10,4.8,4.88,4.68,4.89,4.89,4.68,4.58
2016-05-30,371,9156460,41048849,Vincent,The host canceled this reservation 3 days before arrival. This is an automated posting.,19136737,Silvia,"Central cozy apartment, nice view. Cozy 2 room apt. located in Gärdet where you'll be close to both Stockholm central and greenery neighbourhood. <br />5 min walk to the Subway and 7 min away from Stockholm Central. <br />Most of the time I'm not home so you'll have the apt pretty much alone :)<br /><br /><b>The space</b><br />Access to fast wifi. <br />Close to the subway and grocery store. <br />Nice view from both windows.<br /><br /><b>Guest access</b><br />Wifi. <br />Fully equipped kitchen. <br />Cable TV.",Östermalms,59.34957,18.0942,Shared room,360.0,10,2016-05-30,0.11,0,5.0,4.89,5.0,4.89,5.0,4.78,4.89
2015-11-30,372,9222200,23025996,洋子507,The host canceled this reservation 77 days before arrival. This is an automated posting.,47952484,Pi Och Marcus,"Genuine apartment, quiet street, Stockholm The apartment is centrally located in Stockholm, 2 min walk to the subway and buses. This bright apartment is located on the 4th floor and is carefully decorated.<br /><br /><b>The space</b><br />Living room<br />Flatscreen TV, sofa with two armchairs, large windows towards a quiet street. <br /><br />Kitchen<br />Fully equipped kitchen with dining table. Access to the balcony facing southwest. <br /><br />Bedroom 1<br />Master bedroom, with a luxury kingsize bed and beautiful bay windows. <br /><br />Bedroom 2<br /> Single bed, washing basin, desk, view towards the yard.<br /><br />Bedroom 3<br /> Single bed, desk, view towards the yard.<br /><br /><b>Guest access</b><br />Full access",Norrmalms,59.34342,18.0477,Entire home/apt,1800.0,1,2015-11-30,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-05,445,12189161,4534944,Lauren And Paul,The host canceled this reservation 14 days before arrival. This is an automated posting.,65179917,Teresa,"Top floor with sea view - Close to Everything! Top floor apartment  with sea view located in the midst of fashionable waterfront restaurants, close to the City Hall of Stockholm. You can enjoy a glass of wine while watching the sunset from att 30 meter long terrasse.<br /><br />From this place you fast and easily get to any place in the City of Stockholm.<br /><br />Beautiful green areas and promenades close to the shore.<br /><br />You will except me, your host, also meet two very kind, fluffy and chill ragdoll-cats; Sheri Kahn and Nea.<br /><br /><b>The space</b><br />Cosy and fashionable Residence with totally five rooms and a thirty meter terrasse viewing green park and wonderful seaview. 100 meters to  waterfront and 15 minuter walk to a small beach where you can swim and have a picnic.  I only rent out to women!<br />Your room is next to the toilet/ bathroom so you will have you integrity!<br /><br />From here you easily and swiftly can get around anywhere in Stockholm City!<br /><br /><b>Guest access</b><br />You will rent a",Kungsholmens,59.32918,18.0358,Private room,1150.0,9,2023-02-13,0.11,2,4.75,4.57,4.71,4.71,4.75,4.88,4.75
2016-08-23,375,9243174,23576272,Andreas,The host canceled this reservation 45 days before arrival. This is an automated posting.,48039312,Magnus,"Luxury apartment in Stockholm <b>The space</b><br />In the most expensive area of Stockholm with a walking distance to all great things to experience in beautiful, you'll have the chance to stay in this luxury 4 room apt<br /><br /><b>Guest access</b><br />You will have the full apartment at your servicew<br /><br /><b>Other things to note</b><br />Lovely area of Stockholm. Close to daily food market, stores, pharmacy etc. Very nice surroundings with walking distance everywhere",Östermalms,59.34045,18.08796,Entire home/apt,4462.0,79,2020-02-08,0.95,0,4.77,4.65,4.83,4.92,4.94,4.91,4.62
2016-06-16,376,9268145,69613389,Audrey,The host canceled this reservation 66 days before arrival. This is an automated posting.,48140673,Carl Elon,"Cosy 89m2 in SOFO with altana 40m2 Welcome to my place that you're going to love! Perfect adress in the centre of Södermalm. Quiet location even though it's in the middle of everything. Bars, restaurants and shopping just round the corner. Grocery store half a minute away.<br /><br /><b>The space</b><br />Big outside altana in the middle of SOFO - sunny with big lounge  sofa.<br />Big 60 Inch Smart LED-TV with manny channels<br />Ultrafast Fiber Internet connection Gigabit up & Down.<br /><br /><b>Guest access</b><br />TO GET TO KOCKSGATAN 42: <br />-Arlanda Express (train) - Central station (20min), 2 for 300:- one way. <br />Then the subway (10min with walk to the apartment) <br />-Taxi Stockholm from Arlanda to apartment 520:- (time depends on when you go..) <br />-Bus Arlanda-Central station (about 45min) 105:-.Then the subway (15min with walk to the apartment)<br /><br /><b>Other things to note</b><br />Continental Bed 1x180cm master bedroom, one new continental bed 160cm Bedroom 2, 2x90cm bunk beds.",Södermalms,59.31438,18.08123,Entire home/apt,2500.0,45,2023-03-03,0.54,7,4.65,4.79,4.44,4.9,4.93,4.95,4.45
2019-01-30,376,9268145,23809182,Lieselot,The host canceled this reservation 60 days before arrival. This is an automated posting.,48140673,Carl Elon,"Cosy 89m2 in SOFO with altana 40m2 Welcome to my place that you're going to love! Perfect adress in the centre of Södermalm. Quiet location even though it's in the middle of everything. Bars, restaurants and shopping just round the corner. Grocery store half a minute away.<br /><br /><b>The space</b><br />Big outside altana in the middle of SOFO - sunny with big lounge  sofa.<br />Big 60 Inch Smart LED-TV with manny channels<br />Ultrafast Fiber Internet connection Gigabit up & Down.<br /><br /><b>Guest access</b><br />TO GET TO KOCKSGATAN 42: <br />-Arlanda Express (train) - Central station (20min), 2 for 300:- one way. <br />Then the subway (10min with walk to the apartment) <br />-Taxi Stockholm from Arlanda to apartment 520:- (time depends on when you go..) <br />-Bus Arlanda-Central station (about 45min) 105:-.Then the subway (15min with walk to the apartment)<br /><br /><b>Other things to note</b><br />Continental Bed 1x180cm master bedroom, one new continental bed 160cm Bedroom 2, 2x90cm bunk beds.",Södermalms,59.31438,18.08123,Entire home/apt,2500.0,45,2023-03-03,0.54,7,4.65,4.79,4.44,4.9,4.93,4.95,4.45
2016-12-19,449,12272399,20716570,Julia,The host canceled this reservation 165 days before arrival. This is an automated posting.,1436617,Anna,"Cozy studio - best location inSOFO The most lovely thing with my studio is the amazing location in Södermalm, SOFO. This area is beautiful, with coffee shops, pop up stores and very close to Nytorget and the lovely Vita bergsparken. My studio is cozy and makes people feel welcome!",Södermalms,59.30997,18.07997,Entire home/apt,1200.0,21,2017-10-15,0.25,0,4.75,4.95,4.9,4.9,4.9,4.95,4.85
2018-04-18,452,12382242,30943442,Reuben,The host canceled this reservation 43 days before arrival. This is an automated posting.,66925518,Anita,"Large Sunny Room in Kristineberg Private sunny room in Kristineberg with 2 single beds, table/workspace and 100mb internet. Shared kitchen, bathroom and laundry facilities. Large communal terrace with view of Lake Mälaren,  4 minutes' walk to Kristineberg T-Bana station.",Kungsholmens,59.33646,17.99869,Private room,390.0,78,2018-04-18,0.95,0,4.88,4.91,4.97,4.93,4.87,4.88,4.75
