id,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,number_of_reviews,last_review,reviews_per_month,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_description
46189337,374023511,Fridhem,Kungsholmen,59.33397,18.0326,Private room,590.0,9,2021-08-22,0.31,0,4.67,4.44,4.89,4.11,4.22,4.89,4.89,"Long stay hotel in central Stockholm Vi erbjuder flera rumstyper i flera prisklasser. Hos oss bor du centralt i Kungsholmen, nära Västermalmsgallerian och Fridhemsplans T-station. Väljer du att inkludera frukost erbjuds detta på Espresso House i Västermalmsgallerian två minuters promenad från hotellet. I alla rum finns det Wifi, TV med inbyggd Chromecast, en bekväm hotellsäng, ett skrivbord, badrum med dusch och garderob. Strykjärn och strykbräda får du givetvis låna vid behov."
46193484,374187015,Diana,Enskede-Årsta-Vantör,59.29855,18.08021,Entire home/apt,480.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fin och fräsch 2a Nära stan 
46194795,374196025,Heli,Hässelby-Vällingby,59.36157,17.88654,Entire home/apt,1200.0,3,2023-03-08,0.11,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Charmigt radhus 30 min från Stockholm city Charmigt boende med tre sovrum på övre plan och kök och vardagsrum på markplan. Parkering på tomten. Inhägnad på baksidan genom altandörren om man har hund. <br /><br />Gångavstånd till tunnelbanan, shopping, restauranger, biograf etc. i Vällingby centrum.<br /><br />Familjens son bor på källarplanet med egen ingång. Prata med honom när ni vill få tips och råd.<br /><br />Obs! En tidigare gäst hade katt. Rekommenderas inte för kattallergiker!<br /><br /><b>Guest access</b><br />Tillgång till husets två övre våningsplan.<br /><br /><b>Other things to note</b><br />Vi vill inte att ert besök och boende orsakar störning för våra grannar. <br />Därav är all rökning och fester både inom och utomhus förbjudet."
46228834,331984111,Lilla Brunn,Norrmalm,59.34543,18.0565,Private room,1005.0,30,2023-01-15,1.17,10,4.4,4.4,4.53,4.73,4.77,4.63,4.43,"Private Single Room at Lilla Brunn Enter Lilla Brunn, where style, comfort and hospitality meet. Our commitment to service is incomparable and our fares are unmatched! <br /><br />We are located about 5 minutes from Odenplan (nearest metro-station) and we are also about a 20 minutes walk from the central station.<br /><br /><br />Hungry?<br />We offer a nutritious, hearty and definitely delicious breakfast every day for only 110 kr/per person. From Mon-Fri it is served between 8.00 - 9.30. On the weekends from Sat-Sun it is served between 8.00 - 10.00."
46239351,374023511,Fridhem,Kungsholmen,59.33397,18.0326,Private room,590.0,6,2021-07-27,0.21,0,4.67,5.0,4.67,4.67,4.67,4.67,4.67,"Long stay hotel in central Stockholm Vi erbjuder flera rumstyper i flera prisklasser. Hos oss bor du centralt i Kungsholmen, nära Västermalmsgallerian och Fridhemsplans T-station. Väljer du att inkludera frukost erbjuds detta på Espresso House i Västermalmsgallerian två minuters promenad från hotellet. I alla rum finns det Wifi, TV med inbyggd Chromecast, en bekväm hotellsäng, ett skrivbord, badrum med dusch och garderob. Strykjärn och strykbräda får du givetvis låna vid behov."
46251935,374519059,Andrej,Norrmalm,59.33948,18.04,Entire home/apt,500.0,1,2022-01-08,0.07,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Hyr ut Studio mitt i stan med utsikt Wasa Park Hotell ligger i en 1920-talsbyggnad vid Vasaparken i centrala Stockholm, bara 100 meter från Sankt Eriksplans tunnelbanestation. Flygbussen till Arlanda stannar precis utanför huvudentrén, runt omkring finns butiker, restauranger och kaféer i närheten. Wifi är gratis.<br /><br />Vi hyr ut Studio med egen entré och badrum, rum från 18 - 40 kvm, kök med mikrougn kyl, arbetsbord. och tv.<br />Alla rum med utsikt. Nära Sabbatsberg sjukhus och Karolinska sjukhus. <br /><br />Välkommen med din bokning!"
46273996,51002540,Fredrik,Norrmalm,59.342106,18.031776,Entire home/apt,1026.0,99,2023-03-26,3.48,44,4.41,4.58,4.7,4.53,4.68,4.9,4.46,"Chic and bright Apt. in the best area of STHLM Welcome to Sthlm! I will be more that happy to hosting you :)<br /><br /><br />With just a few minutes walk to St Eriksplan, lies this bright, stylish and chic apartment perfect for 2 people, but can be arranged for 4. It is tastefully decorated and with an equipped kitchen so you can enjoy home-cooked meals or go to one of the many lovely restaurants around."
46279650,374684303,Allan,Älvsjö,59.26779,17.9773,Private room,300.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Room with Cosy interior near Stockholm city A bright, neat, super cozy bedroom with large spacing in a newly built apartment. The apartment has  all the comforts with a cozy atmosphere.The location is not far from the center and walkable distance  from the station and 2 minutes walk to the bus station. The kitchen is fully equipped with all the cooking utensils. The kitchen also includes a a-fridge ,a microwave and a full-size oven."""
46310429,331984111,Lilla Brunn,Norrmalm,59.34537,18.05652,Private room,1100.0,6,2023-03-15,0.25,5,4.33,4.5,4.0,5.0,5.0,4.83,4.5,"Private Quadruple Room at Lilla Brunn Enter Lilla Brunn, where style, comfort and hospitality meet. Our commitment to service is incomparable and our fares are unmatched! <br /><br />We are located about 5 minutes from Odenplan (nearest metro-station) and we are also about a 20 minutes walk from the central station.<br /><br /><br />Hungry?<br />We offer a nutritious, hearty and definitely delicious breakfast every day for only 110 kr/per person. From Mon-Fri it is served between 8.00 - 9.30. On the weekends from Sat-Sun it is served between 8.00 - 10.00."
46325174,374023511,Fridhem,Kungsholmen,59.33397,18.0326,Private room,590.0,1,2021-07-25,0.05,0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,"Long stay hotel in central Stockholm Vi erbjuder flera rumstyper i flera prisklasser. Hos oss bor du centralt i Kungsholmen, nära Västermalmsgallerian och Fridhemsplans T-station. Väljer du att inkludera frukost erbjuds detta på Espresso House i Västermalmsgallerian två minuters promenad från hotellet. I alla rum finns det Wifi, TV med inbyggd Chromecast, en bekväm hotellsäng, ett skrivbord, badrum med dusch och garderob. Strykjärn och strykbräda får du givetvis låna vid behov."
46325230,374023511,Fridhem,Kungsholmen,59.33397,18.0326,Private room,590.0,6,2021-07-25,0.21,0,5.0,5.0,5.0,4.67,5.0,4.83,4.83,"Long stay hotel in central Stockholm Vi erbjuder flera rumstyper i flera prisklasser. Hos oss bor du centralt i Kungsholmen, nära Västermalmsgallerian och Fridhemsplans T-station. Väljer du att inkludera frukost erbjuds detta på Espresso House i Västermalmsgallerian två minuters promenad från hotellet. I alla rum finns det Wifi, TV med inbyggd Chromecast, en bekväm hotellsäng, ett skrivbord, badrum med dusch och garderob. Strykjärn och strykbräda får du givetvis låna vid behov."
46394438,35589296,Josephine,Enskede-Årsta-Vantör,59.29472,18.04796,Entire home/apt,1986.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Hotell Standard. helt perfekt. Välkommen! njut av lugnet och designen i denna lilla pärla som är en blandning av design och retro<br />Ta ett glas bubbel och njut av ett långt bad, kryp ner i en morgonrock och ett par tofflor.<br />Hoppas du ska trivas!<br />info.<br />Lägenheten har öppen planlösning och Stora fönster med mycket ljus. Väldigt fräsch, och mycket väldoftande av aromalampor och digitala Doftdiffusers<br />lägenheten har en Stor balkong. Stort badrum stort Badkar,tvättmaskin, torktumlare. Stort Sovrum med Kontinental säng. HotelKänsla<br /><br /><b>The space</b><br />Självständig Incheckning öppen planlösning. luftigt, Hotel känsla, allt finns som man behöver.<br /><br /><b>Guest access</b><br />Du checkar in Själv. Jag bistår via telefon frågor."
46423389,331984111,Lilla Brunn,Norrmalm,59.34624,18.05527,Private room,1090.0,28,2023-02-20,1.02,11,4.64,4.71,4.64,4.71,4.71,4.79,4.57,"Private Double Room at Lilla Brunn Enter Lilla Brunn, where style, comfort and hospitality meet. Our commitment to service is incomparable and our fares are unmatched! <br /><br />We are located about 5 minutes from Odenplan (nearest metro-station) and we are also about a 20 minutes walk from the central station.<br /><br /><br />Hungry?<br />We offer a nutritious, hearty and definitely delicious breakfast every day for only 110 kr/per person. From Mon-Fri it is served between 8.00 - 9.30. On the weekends from Sat-Sun it is served between 8.00 - 10.00."
46518783,341848554,Marcus,Hässelby-Vällingby,59.38092,17.79759,Private room,3536.0,2,2022-01-02,0.09,0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,"Riddersviks Herrgård, Torpet Welcome"
46524567,188914857,Maria,Kungsholmen,59.33883,18.01543,Entire home/apt,1000.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Cozzy Studio in Kungsholmen The studio is positioned close to the subway station (stadshagen) and is at the same time very close to fridhemsplan, a cosy and calm neighbourhood."
46526856,291760458,Daniela,Enskede-Årsta-Vantör,59.29687,18.08373,Entire home/apt,1215.0,68,2023-03-28,4.37,52,4.69,4.78,4.69,4.91,4.91,4.59,4.65,"Stunning 2,5 bedroom apartment close to Globen This cosy 2.5 bedroom apartment is located one stop away from Stockholm's inner city and right next to Tele2 Arena and Globen. This apartment comfortably accommodates up to 6 people with 3 beds and a sofa bed. There are two separate bedrooms, a small sleeping space, a spacious living room, newly renovated kitchen and bathroom. The kitchen is fully equipped with fridge/freezer, gas hob, dishwasher and coffee maker.<br /><br /><b>The space</b><br />The flat is 67 SQM, located on the ground floor and have a private grass patio to use and enjoy. Despite being situated on the ground level, the apartment is bright and cosy. There is a fully equipped kitchen, a hallway with storage, two separate bedrooms with a double bed (160 and 140 cm wide), a living room with a bed sofa, and a small sleeping space with a smaller bed (90cm wide) that makes it a perfect stay for either a family or a group of friends.<br /><br />The kitchen is fully equipped with fridge/freezer, gas hob, dishwasher and coffe"
46616268,376855928,Agnese,Östermalm,59.37119,18.0664,Private room,160.0,2,2020-12-28,0.07,0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,"Room 15 minutes from Stockholm centre Nice apartment with a wide common livingroom, common kitchen, bathroom and balcony shared with two nice and easy going flatmates. The rent includes wifi and laudryroom located in the same building of the apartment. The host will have his private room displayed in the pictures and half of a walking closet for personal items.<br /><br /><b>Guest access</b><br />Besides the private room, the apartment includes some common areas. A nice wide livingroom, with two cosy couches, tv, ""green corner"" (where we have our beloved plants) and access to rhe balcony. A kitchen with a personal shelf for the host and several common ones, chairs and table, fridge, oven, freezer, boiler, microwave and kitchenware. A bathroom with nice bath tub."
46643193,57623503,Hanna,Södermalm,59.31319,18.08013,Entire home/apt,1200.0,1,2021-07-29,0.05,0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,Bright apartment next to Nytorget Chic turn of the century apartment at prime location next to Nytorget. Bright and spacious with 3.20 in ceiling hight.
46690584,377352152,Nathalie,Älvsjö,59.28202,18.00361,Entire home/apt,300.0,10,2021-01-08,0.35,0,5.0,5.0,5.0,4.8,4.9,4.9,5.0,"Hjärtligt välkomna till en fräsch etta! OBS! Jättesvårt att hitta parkering!<br /><br />En enkel, fräsch, helt utrustad övernattningslägenhet 5 min från Älvsjö station, centralt i Sthlm. Bäddsoffan bäddas enkelt ut, täcke och två kuddar finns i förvaringen i soffan. Även påslakan, lakan, handdukar och köksredskap finns på plats! Gör dig gärna en kopp kaffe på morgonen!Grannen är tyvärr väldigt känslig så inga fester,  skulle det vara fest så kommer jag få reda på det genom grannen haha. <br />Hjärtligt välkomna!<br /><br /><b>Guest access</b><br />Skulle man vilja använda tvättstugan går detta bra efter överenskommelse!<br /><br /><b>Other things to note</b><br />När man sätter på spisen behöver man öppna fläkten, jag skickar en video på vilken knapp du behöver trycka på för att få igång värmen och få bort det pipande som uppstår när fläkten öppnas!"
46701767,2895542,Carlos,Kungsholmen,59.32541,18.00548,Entire home/apt,1300.0,9,2022-09-18,0.4,6,5.0,5.0,4.78,5.0,5.0,4.78,5.0,"Entire apartment in the heart of Lilla Essingen Our apt is newly renovated! Enjoy a queen size bed accompanied by new furniture, 65 inch TV, washing machine, and fully equipped kitchen.<br /><br /><b>The space</b><br />We only rent to guests that have been reviewed by other hosts. Thank you for understanding as this is our personal home."
46721881,325886610,Old Town Studio,Södermalm,59.32478,18.07005,Entire home/apt,595.0,210,2023-03-14,7.52,91,4.22,4.55,4.44,4.72,4.41,4.93,4.43,"1. Travel Box - Old Town Important information about this property:<br /><br />Small room with kitchen about 15 sqm<br /><br />High ceilings - The apartment is on the ground floor and windows can NOT be opened.<br /><br />NOTE: Loft bed of a total of 70 cm in ceiling height without the mattress which is about 18 cm high so about 50 cm to sleep under -<br />the stairs up to the attic are narrow and steep.<br /><br />The apartment is not suitable for older, small children, if you have difficulty moving.<br /><br /><b>The space</b><br />The small apartment is perfect for you who need an overnight stay or want to spend time in Stockholm and prepare simple dishes but mostly be out on sight seeing.<br /><br />The apartment has very good wifi and ventilation - smart TV, fridge / freezer and dishwasher.<br /><br /><b>Guest access</b><br />In these times of pandemic it is extra important to follow our simple rules:<br /><br />1. We do not accept any more guests then reservations are made for, if you overrule these term"
46752010,1027549,William,Södermalm,59.32529,18.06954,Entire home/apt,2300.0,136,2023-03-25,4.98,69,4.86,4.9,4.92,4.9,4.91,4.98,4.81,"Charming studio apartment in Old Town Bright studio apartment in the heart of Old Town. In this apartment you'll find the charm that comes with a 400 year old house in combination with modern living. <br /><br />Well suited for a couple, possible to stay four guests. (Master bed + bathroom is behind a curtain - two single parallel sofa beds in the general area).<br /><br />Around the corner from the Royal Castle and award winning restaurants and shopping. Walking distance to many top sightseeing destinations in Stockholm.<br /><br /><b>The space</b><br />The apartment is about 25 sqm. It is located two flights of stairs up in the courtyard house. <br /><br />It has one small “bedroom part” (niche that has a light curtain) with a small double bed (140cm wide). In the living room area there are two sofa bed units (each 80 cm wide). <br /><br />The bathroom has a shower and a top loaded small washing machine. Entrance from bedroom niche. <br /><br />The small kitchen has a micro oven, small stove top, kettle and an excellent "
46769757,22876006,Hedvig,Östermalm,59.33422,18.08473,Entire home/apt,1007.0,104,2023-03-25,3.69,64,4.67,4.67,4.67,4.66,4.94,4.93,4.59,"Urban apartment close to Strandvägen This unique and modern studio apartment is located on one of Stockholms most popular addresses. You will be close to restaurants, green areas and everything Stockholm has to offer you. The apartment is cosy and has got a nice vibrant and homey feeling with modern interior design, high speed wifi and a large smart TV. The apartment is tastefully decorated and well suited for a couple or a group of friends as you can comfortably stay up to 4 people. The space is 50 m2.<br /><br /><b>The space</b><br />The apartment is situated on the ground floor and offers a cosy feeling in the middle of the fast-paced city. The apartment is well planned and can accommodate up to 4 persons. It will ensure you get the most of your visit to Stockholm as it is located by Stockholms' most popular tourist attractions.<br /><br />- Cosy bed in a little nook, 140cm bed<br />- Spacious living room with a bed sofa (140'200 cm) and a nice seating area<br />- There is a kitchenette with a fridge, microwave, coffee"
46820053,87484803,Dinesh,Hässelby-Vällingby,59.37707,17.85311,Private room,420.0,75,2023-03-20,2.69,38,4.89,4.77,4.8,4.91,4.91,4.65,4.88,"Outhouse - 30 mins from City Center Cozy outhouse with closest proximity (35 mins) to Stockholm city center and tourist attractions ( Gamlastan , Slussen shipyard ). Highly connected with public transport with the closest bus stop in 150 meters. Frequent buses available to nearest train station (Spånga) which is 2 stops from city center. Nearest grocery store is just 350 meters.<br /><br />You get direct access to a beautiful lawn with BBQ and an outdoor shower, enjoy your morning tea in a serene glass house with a grapevine .<br /><br /><b>Guest access</b><br />Kitchen and dining, Bathroom and toilet, Laundry room, Private Lawn, Barbeque and a Glass house."
46913301,60382478,Elias,Södermalm,59.3179,18.06661,Entire home/apt,1003.0,78,2023-03-27,2.82,40,4.38,4.67,4.64,4.88,4.77,4.85,4.41,"Chic and comfy Studio w. Best Location in Shlm This fancy apartment was renovated in 2020 and is located in the most attractive and enjoyable area in Stockholm - Mariatorget. The flat has all the amenities you need for your stay in the town. Whether you're here on business or pleasure, this is the perfect studio, welcome!<br /><br /><b>The space</b><br />The apartment has a double bed and a convenient working space. The apartment has a carefully selected furnishing and decoratives to complement the beautiful capital of Scandinavia. The apartment is set up with all amenities needed for a seamless stay in Stockholm - much welcome!<br /><br /><b>Other things to note</b><br />Please note that the bathroom is very small.<br /><br />Disclaimer: Wi-Fi is provided as “best effort”"
46913887,60382478,Elias,Södermalm,59.31625,18.06513,Entire home/apt,1002.0,115,2023-03-26,4.2,45,4.74,4.83,4.8,4.95,4.89,4.94,4.63,"Designer Studio in Highly Popular Area Modern and newly renovated studio in the best part of Södermalm in Stockholm. The apartment has a double bed and a convenient working space - perfect both for a romantic get-away or the travelling businessman. <br /><br />The apartment has a carefully selected furnishing and decoratives to complement the beautiful capital of Scandinavia.<br /><br /><b>The space</b><br />The apartment has a double bed, dining table for two persons, a compact kitchen equipped with oven and stove and finally a modern bathroom. Apartment always cleaned by professionals!<br /><br /><b>Other things to note</b><br />Disclaimer: Wi-Fi is provided as “best effort”"
46915374,60382478,Elias,Södermalm,59.31641,18.06682,Entire home/apt,1006.0,96,2023-03-27,3.46,51,4.8,4.89,4.93,4.91,4.83,4.95,4.74,"Revamped, Artsy Studio in enjoyable Neighbourhood Completely refurbished flat with carefully selected furnishing and decoratives to complement the beautiful capital of Scandinavia. The apartment is set up with all amenities needed for a seamless stay in Stockholm - much welcome!<br /><br /><b>The space</b><br />The apartment has a double bed and a convenient working space - perfect both for a romantic get-away or the travelling businessman. Compact kitchen with oven & stove and a  bathroom. Apartment always cleaned by professionals between every single guest.<br /><br /><b>Other things to note</b><br />Please note that the bathroom is small.<br /><br />Disclaimer: Wi-Fi is provided as “best effort”"
46968974,62884716,Pernilla,Norrmalm,59.34762,18.06397,Private room,400.0,1,2021-08-22,0.05,0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,cosy room in city its a small beautiful room. small bed with bedtable and a closet.
46986508,379853010,Sholeh,Rinkeby-Tensta,59.40188,17.94285,Private room,300.0,8,2021-08-17,0.3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Master bedroom close to Kista metro station. Möblerat rum med dubbelsäng, sängbord, bordlampa, skrivbord, stol <br />Internät, värme, el."
47046495,45587023,Emil,Södermalm,59.3133,18.08006,Entire home/apt,1500.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Cozy apartment at Nytorget, Södermalm Cozy 60 sqm at Nytorget, Södermalm. Sonos speakers, TV with Netflix and Chromecast."
47090564,380564154,Jayaprakash,Hägersten-Liljeholmen,59.298484802246094,18.005096435546875,Entire home/apt,749.0,4,2022-01-20,0.17,0,4.75,4.5,4.75,4.5,4.5,4.5,4.5,"New and bright  apartment in a lively neighborhood Hi, <br />This is a new apartment and fully furnished to the highest standard. Less than 100 meters to everything: ICA supermarket (opens 7am-11pm), shopping center, gyms, schools including few international English schools etc.<br /><br />Parking is available at the same building and it costs 1300 per month.<br /><br />Both living room and the bedroom has nice large windows and also both of rooms has french balcony."
47105994,47996039,Anna,Skarpnäck,59.26846,18.12276,Private room,500.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Vegetariskt retreatrum. Söder om söder, Stockholm. Vi är ett vegetariskt hem med enbart vuxna som hyr ut vårt ljusa retreat- och yogarum till likasinnade kringresande och semesterfirare över jul och nyår. <br />Här bjuds en harmonisk och lugn miljö med tystnad kl 22.00.  <br /> I hyran ingår frukost. Fler måltider kan diskuteras vid behov.  Här finns Apotek, Bibliotek, Pizzerior, hårfrisersalonger, matbutiker samt gym och loppis. Parkering 40kr/dygn, busshållplats runt knuten och åtta minuter promenad till Tunnelbanan. Det tar tolv minuter in till stan.<br /><br /><b>The space</b><br />Vi är ett vegetariskt hem med enbart vuxna som hyr ut vårt ljusa retreat- och yogarum till likasinnade kringresande och semesterfirare över jul och nyår. <br />Här bjuds en harmonisk och lugn miljö med tystnad kl 10.00. Efter tio tar vi natthänsyn till varandra; duschar inte eller pratar i telefonen och slamrar. Vi har alltid hörlurar då vi lyssnar på musik eller ser på film, .<br />Du når ditt rum genom en korridor, blir tilldelad din egna nyckel och på"
47113716,30458371,Malin,Norrmalm,59.3362,18.05429,Entire home/apt,799.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charmig lägenhet mitt i city 
47151059,374023511,Fridhem,Kungsholmen,59.33318,18.03334,Private room,590.0,4,2021-07-27,0.16,0,4.75,5.0,5.0,4.25,5.0,4.75,4.5,"Long stay hotel in central Stockholm Vi erbjuder flera rumstyper i flera prisklasser. Hos oss bor du centralt i Kungsholmen, nära Västermalmsgallerian och Fridhemsplans T-station. Väljer du att inkludera frukost erbjuds detta på Espresso House i Västermalmsgallerian två minuters promenad från hotellet. I alla rum finns det Wifi, TV med inbyggd Chromecast, en bekväm hotellsäng, ett skrivbord, badrum med dusch och garderob. Strykjärn och strykbräda får du givetvis låna vid behov."
47151542,380907179,Marian,Skarpnäck,59.27959,18.124,Entire home/apt,300.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fin etta i Bagarmossen. Egen lägenhet. 36kvm. Nära Stockholm C. 20 min med T banan. <br />Lugnt läge intill Nackareservatet och litet centrum.<br />Balkong med utsikt mot en stor lummig gård. Badkar. Bredband.<br />Frys/kyl.
47171166,36720187,Uzi,Södermalm,59.31278,18.09131,Entire home/apt,1000.0,60,2023-03-29,2.57,41,4.92,4.98,4.87,4.85,4.93,4.92,4.82,"Cosy apartment in Stockholm Welcome home!. We have many books, art on the walls and a piano.<br />One of the nicest parts of Stockholm. Around the corner you can find old wooden houses, many coffeehouse (Il Café, Kafferang ...) and restaurants (Folii) and the lovely park on the “White hill”.<br /><br />A short stroll to a magnificent view over the city.<br />It's quite and safe in here and easy to walk everywhere, or take the blue buss (2) to the city center.<br /><br />Want to know more about good places to dine or drink coffee? Ask us!<br /><br /><b>The space</b><br />You have the whole apartment.<br /><br /><b>Guest access</b><br />You can park on the street, but not for free. (Stockholm is best seeing without a car!).<br /><br /><b>Other things to note</b><br />No self-check in. We like to meet our guests. You'll receive all the needed information in due time. Don't forget to let us know your arrival time."
47199121,374023511,Fridhem,Kungsholmen,59.333,18.03156,Private room,590.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Long stay hotel in central Stockholm Vi erbjuder flera rumstyper i flera prisklasser. Hos oss bor du centralt i Kungsholmen, nära Västermalmsgallerian och Fridhemsplans T-station. Väljer du att inkludera frukost erbjuds detta på Espresso House i Västermalmsgallerian två minuters promenad från hotellet. I alla rum finns det Wifi, TV med inbyggd Chromecast, en bekväm hotellsäng, ett skrivbord, badrum med dusch och garderob. Strykjärn och strykbräda får du givetvis låna vid behov."
47230345,311778372,CC Living,Skarpnäck,59.29726,18.10293,Entire home/apt,1195.0,76,2022-12-11,2.93,31,4.24,4.26,4.0,4.55,4.39,4.59,4.16,"Stockholm Apartment Hammarbyhöjden Egen lägenhet i lugna Hammarbyhöjden. Du har en stor lägenhet med sovrum, vardagsrum och ett stort kök. Passande även för familjen på besök. <br /><br />Du tar dig enkelt med tunnelbana in till City på 6-7 minuter och kommer du med bil är parkeringsmöjligheterna <br />goda. Eventuellt finns parkeringsplats, annars finns parkering efter vägen. <br /><br />Tvättstuga i källaren. <br /><br />Varmt välkommen!"
47269883,28628959,Patrik,Enskede-Årsta-Vantör,59.26915,18.02005,Entire home/apt,755.0,22,2023-03-18,0.97,13,4.91,4.86,4.64,5.0,4.95,4.64,4.68,"Studio with everything in calm area Completely private, well-equipped, newly remodeled studio apartment located in a villa on a calm cul-de-sac makes it an ideal space for most commuters, travelers and students.<br />Easy to get around with bus, subway and commuter train within walking distance.<br />Close to nature for walks, hikes, biking or running.<br /><br /><b>The space</b><br />The studio is located in the bottom floor of a villa on a hill, making the studio overlook the street and houses on the other side for a private but light atmosphere.<br />The studio has its own entrance located two small stairs up from the street.<br />Outside the entrance, on top of a garage, is an included outside garden/patio that can be used to catch some sun, eat outside or grill food.<br />Once inside, there is a small hallway for outerwear and a full-body mirror.<br />The main room has a 120cm tempur mattress bed, windows overlooking the street and a hybrid storage/kitchen/workspace solution containing a full-size built-in, silent f"
47284049,18157326,Anna,Bromma,59.350749,17.918027,Entire home/apt,1250.0,22,2023-03-15,0.88,12,4.91,4.91,4.86,4.91,5.0,4.82,4.82,"Small house in Bromma, has all you need. A charming brick house by the gate to Kyrksjölöten's nature reserve!<br />It's got all you need for a short or longer stay: Free fast wifi,  a smart TV for your entertainment, a kitchenette with oven/microwave, a washing machine and tumble dryer. <30min to the city but in a quiet area. Shops close by.<br />Relax on the patio in the  sun or perhaps take a swim?<br />Bus: 300 m <br />Subway: 10min<br /><br />More on transportation and amenities if you check ""The neighborhood"" and ""Getting around""!<br /><br /><b>The space</b><br />What kind of a stay can I expect if I book  this?<br /><br />This house is comfortable all year round. It's a hideaway in a quiet residential area and combines access to public services (groceries, transportation, restaurants) with the feeling of being far away from the hustle. <br />Sunrays filter through the branches of the small garden's giant oak, where birds chirp and squirrels run. You can take a swim in the lake right next to the house, or visit Stockholm"
47305169,381963524,Johanna,Norrmalm,59.33564,18.05285,Entire home/apt,750.0,2,2021-01-31,0.07,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,City apartment 
47469265,24286878,Andreas,Kungsholmen,59.33577,18.039572,Entire home/apt,1200.0,1,2021-08-01,0.05,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Centralt och perfekt belägen hemtrevlig lägenhet Tillgänglig Juli och Aug 2021!<br />Available July and Aug 2021! <br /><br />Central lägenhet med fantastisk utsikt över parken och kanalen, ovanligt i Stockholm. Snabbt wifi i lägenheten, nära till kommunikationer. Lugnt område mitt i stan!<br />Toppenläge med grönska och vatten och nära till allt.<br /><br />WELCOME to this modern, fun & cozy apt with a view over a nice park & water!  Fantastic green view right outside the window. <br /><br />Close to everything and subway communication as well.<br /><br /><b>The space</b><br />Öppen planlösning med stort kök med köksö och vardagsrumsdel. Stort badrum med dusch. En 2,5 rummare på 75 kvm som vi reducerar till 2:a på 68kvm genom att stänga av en walk in closet där vi magasinerar våra tillhörigheter. Lägenheten är fullt möblerad och allt ingår.<br />Fiber Internet finns<br />Comhem TV Guld finns<br /><br />Nära till Restauranger, Affärer, Systembolag, Buss och T-bana. Grönska utanför fönstret med utsikt över vattnet. Du kan inte hitta e"
47512166,364158886,Mirwais,Rinkeby-Tensta,59.40841,17.92456,Private room,190.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Welcome to my nice flat in Husby ( Only Male ) Flat is 82 square meters, 2 bedrooms, one living room, kitchen and bathroom, I have one extra bedroom in my flat and that's why I'm renting it out, the apartment is very close to the Husby underground, that can take you in 20 minutes to the heart of Stockholm. There is a single bed ( 90×200), I'm usually busy until 17-18,but of course there is possiblety to check in earlier. you are free to share the bathroom, kitchen and living room. you will get one set of keys and to lock your private room."
47592877,293171000,Rahul,Spånga-Tensta,59.38553,17.91728,Entire home/apt,426.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Prisvärda lägenheter nära city Välkommen till det grönskande villaområdet Bromsten.<br />I detta lugna och familjevänliga område har PRS Holding uppfört 8 lägenheter. Här bor du med naturen som granne men samtidigt är det 9 min till city med pendeln från Spånga station som finns på behagligt promenad-/cykelavstånd från Båtsman stens väg. I Spånga-Bromsten finns även förskolor, grundskolor, livsmedelsbutiker, bibliotek, vårdcentral samt restauranger, gym, apotek och ett stort utbud av fritidsaktiviteter."
